,index,0,bb,bt,tt
900,2629,"we aim to move as fast as possible, usually 2 weeks is enough time for us all to get to know each other
quick phone call with a member of our team to find out more about your experience and why you want to work at cleo
short take home challenge
onsite interview
discuss your take home test with the team
meet some of the wider team

what do you get for all your hard work?",0,0,0
901,2363,and we're on a mission.,0,0,0
902,2336,"be proactive about continuous improvement and innovation, and encourage your team to do the same.",0,0,0
903,1626,"to date, yieldify has influenced over 100 million sales through more than 200,000 journeys.",0,0,0
904,2719,work with senior colleagues to prioritise business and information needs.,0,0,0
905,2265,"in addition, you could be searching for evidence of fraud and abuse within a company’s finance system or helping to identify illegal activity within millions of regular transactions.",1,0,1
906,2052,"our pricing, data and digital capabilities are something to be proud of, and we recognise there’s still more to be done!",0,0,0
907,623,"we're capitalising like never before in our people, in growth, in pursuing excellent science and adopting new technologies.",0,0,0
908,384,"your new role
you will play a key role in ensuring that the client understands the data patterns and that the processes being developed for the underlying indices (geography, classification, address, demographic and business) are done so using innovative and smart ways.",0,0,0
909,2614,"ability to demonstrate the true value to the business from an ai/ml perspective

must have operated within the cloud

if you are coming available soon, please apply asap for immediate considerationmeet cleo

cleo was created to improve your financial health.",0,0,0
910,2520,"you will be based in the heart of london at their islington office, with flexible working options to suit individuals.",0,0,0
911,2062,"bgl group has reached 9.5 million customers through brands including comparethemarket.com, lesfurets.com, beagle street, budget insurance & dial direct.",0,0,0
912,236,we are committed to increasing the diversity of our workforce and we strongly encourage applications from candidates from all backgrounds.,0,0,0
913,348,we aim for everyone to be involved in development activities including testing and operations.,0,0,0
914,93,"www.datais.energy 
position purpose:
we rely on data scientists to run a wide range of machine learning methods monitoring for efficacy and degradation, continually improving our forecasting and relationship discovery.",0,1,0
915,719,"responsibilities
provide both technical and strategic leadership and drive the causality research agenda across the wider organisation
lead and manage a team of experienced research data scientists in order to achieve and drive solid research outcomes
lead the coordination in the writing of academic papers, patents and grants

qualifications
excellent academic record (phd level or postdoc) from a top uk or european university
strong research experience in data science or machine learning with publications
advanced quantitative skills in machine learning/statistics/mathematics or similar fields
experience in using python, java, c++ or another major programming language for algorithm development
highly capable, self-motivated, collaborative and personable

benefits
generous compensation and share option scheme
meritocratic working environment and strong career progression opportunities
a direct impact on the business’ products
continuous learning and development
excellent work-life balance and wfh possibility
funding for personal learning and development

--
this position is not open to non uk or eu nationals.",0,0,1
916,1746,the focus of this role will be to support the global business intelligence and advertising operations teams in their efforts to create a more data-driven business.,0,1,0
917,1944,"as a data scientist, we'd like you to be able to:
work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.",0,2,0
918,2074,you'll have high levels of autonomy to give you the freedom to dig into the data and use your findings to dictate and direct your own projects.,0,0,0
919,1521,you will create application pipelines which pull data from a universe of ingested data-sets and refine them to extract information for use in our predictions.,0,0,2
920,2847,"benefits

highly competitive salary and equity
best-in-class benefits including health, dental, vision, disability insurance, life insurance
location: belfast, ni


other requirements

authorized to work in the uk
ideally local candidate


about us

founded in 2016 by a team of experienced payments and signals intelligence experts, deep labs has created a platform that leverages persona-based dynamic propensity & risk profiles to address industry challenges ranging from marketing decisioning, customer segmentation, account on-boarding, account takeover, aml, fraud to credit applications, and identity verification for two-sided marketplaces.",1,0,0
921,1636,"we're looking for someone with
an analytical mind who loves to dive deep into the data, identify patterns and generate insights for the benefit of our customers.",0,1,0
922,2054,"your role will be to drive bgl life’s data strategy, and provide analytical support to the life division, focusing on pricing, distribution, marketing, capacity, customer journey and retention.",0,1,0
923,2266,you may also be researching new tools and technologies and developing new propositions to take to our clients.,0,1,0
924,1370,who are we?,0,0,0
925,259,"• develop a data led culture within homeviews, empowering the whole team to utilise data to drive decisions
• own the tools for surfacing and visualising data across the company end to end from building data pipelines to client-ready dashboards and reports.",0,1,1
926,1770,"we are committed to equality of opportunity and welcome applications from individuals, regardless of age, gender, ethnicity, disability, sexual orientation, gender identity, socio-economic background, religion and/or belief.",0,0,0
927,2070,we will continue to review applications beyond this date where applicable.,0,0,0
928,951,"beyond the uk: deloitte north and south europe

the uk is part of deloitte north and south europe (nse), the second largest member firm in the deloitte network.",0,0,0
929,2314,the technical department is a key part of this.,0,0,0
930,1326,"choice of wellbeing benefits which include private medical insurance and/or a gym membership
a membership with perkbox which gives employees access to plentiful discounts such as half-price cinema tickets at major cinemas including odeon and vue, free mobile insurance and many more
25 days holiday plus bank holidays
friday drinks
team lunches
team socials every month
free touchnote credits to use our product!",0,0,0
931,460,"source data will be diverse - real-world data, including patient registries, electronic medical records, claims, biobanks, and clinical trials.",0,0,0
932,726,"job summary

to use the detailed data gathered from the tills within the companies estate to provide insights to all parts of the business, retailers and brands.",0,2,0
933,1869,"ideally you should have experience working on projects relating to personalisation and recommendation, and have worked within the e-commerce space.",0,0,0
934,780,"you will be involved in a wide variety of activities including:

analyse data, using a variety of statistical methods, to generate and present useful business reports and customer solutions
liaising with colleagues to understand the business or customer issue, and possible solutions following analysis
maintaining local records to ensure data is accurate and fit for purpose in support of business decisions such as local process mapping
as well as supporting the management information manager, provide wider support to the management information team such as raising purchase orders, paying expensesabout the role

our client are a fast growing digital business in manchester.",0,1,0
935,820,what’s it like to work for us?,0,0,0
936,59,"l3harris.com

description

about l3harris in tewkesbury

what we do matters.",0,0,0
937,1939,"you'll extract, analyse and interpret large amounts of data from a range of sources, using algorithmic, data mining, artificial intelligence, machine learning and statistical tools, in order to make it accessible to businesses.",0,1,1
938,283,"desired skills & experience:
a proven data scientist, you will be able to deliver projects to the highest standard whilst having the ability to work effectively and efficiently across different functions within the business.",0,0,0
939,2443,"afiniti operates throughout the world, and has measurably driven billions of dollars in incremental value for our clients.",0,0,0
940,444,"the role
you will be delivering actionable insights to multiple teams across the business
help build out our best in class cloud-based data stack
support on key data projects e.g.",0,0,0
941,1142,"data analyst
the role:.",0,0,0
942,433,gain exposure to a wide range of client facing analytics projects.,0,0,0
943,2444,"purpose
afiniti uses data science and operations research to enhance human interactions in large enterprises by efficiently pairing customers or tasks with company representatives.",0,0,0
944,141,"strong analytical and critical thinking skills
aptitude in decision-making and problem-solving

english fluent, italian is a plus
the position is a key role in the context of growth of the company and exposes to tremendous professional opportunities in terms of responsibilities and geographical span.",0,0,0
945,2707,so what do they want from you?,0,0,0
946,709,work with middle office staff and appropriate business functions on the replacement of the solution as part of the strategic solution rollout.,0,1,0
947,2743,");
pension plan
flexible working environment
monthly drinks and dinner in the office;
monthly massages;
quarterly team outings;
5 a side twice monthly;
your professional growth is important to us.",0,0,0
948,352,"providing technical advice and expertise on designs, solutions, tools, techniques and standards
troubleshooting, investigations and incident resolution

required qualifications to be successful in this role

big data skills such as hadoop, pig and hive
application programming in languages such as java, c / c++, python and sql
cluster technologies, including hadoop and hortonworks data platform
kerberos
apache products (nifi, kafka and zeppelin also desirable)
red hat linux
knowledge and experience of working with systems in the as domain
demonstrated ability to understand high level technical concepts and communicate issues clearly/accurately to technical/non-technical audiences

desirable

big data technologies including apache spark and accumulo
knowledge of geospatial systems and services
experience of working in a service delivery environment
knowledge of providing technical advice and expertise on designs, solutions, tools, techniques and standards
hands on development of real world solutions

our projects are based in a cgi office or client site but may require travel to other locations.",0,0,0
949,2324,have a strong understanding of how the tools and analytical models you work on can contribute to the success of the project.,0,0,0
950,1974,the role holder must be able and willing to use advanced computing assets in order to achieve real practicable results.,0,0,0
951,40,we believe we simply can’t expect diversity in our players and new ideas in our games without first nurturing it in our people.,0,0,0
952,738,"provide visibility of data within large datasets (data sets are regularly several million rows) using powerpivots, power bi or similar tools
comply with internal and external standards (including gdpr)

qualifications/experience
strong confident communicator (both written and oral).",0,0,0
953,233,treating people equally and with fairness and respect is a way of life here.,0,0,0
954,1344,the successful candidate will support overall success of the projects in terms of technical delivery.,0,0,0
955,149,"you will be building a system that can understand customers and automatically recommend destinations, experiences and products to give users the holiday of their dreams 3 times a year.",0,1,0
956,549,"our platform gives entrepreneurs market access to multi-national corporates, and bespoke operational support from a big and brilliant team.",0,0,0
957,2390,experience with machine learning techniques and data science projects.,0,0,0
958,476,"interestingly, this is one of the very few teams within the business where you do not have financial targets and is instead more of a research team, where you get to choose the projects you work on based on their interest to you.",0,0,0
959,1353,undergraduate degree in a related discipline?,0,0,0
960,1593,"both runescape and old school runescape, on pc and mobile, offer ever-evolving, highly-active worlds and our community-focussed development ethos empowers players to have a real say in how each game is shaped.",0,0,0
961,1500,build & optimize data pipelines for investment product design team in python.,0,0,0
962,2041,experience implementing and monitoring ci/cd pipelines (e.g.,0,0,0
963,458,"the data will be varied in type -- patient-level clinical data, supplemented with deep patient data such as omics (e.g.",0,0,0
964,2620,we're a product for the next generation.,0,0,0
965,1263,build automated dashboards and reports to facilitate company-wide awareness and understanding of key business metrics and player’s experience.,0,1,0
966,305,"essential skills:

- at least 3 years’ experience operating within a commercial environment
- a postgraduate qualification in a quantitative field or computer sciences-based degree
- experience with machine learning techniques in either commercial of academia is necessary
- you must have experience with open sources tools, preferably python
- previous experience handling large datasets using spark, hadoop or other tools is extremely advantageous
- experience working with a cloud-based product, preferably google cloud
- some demonstrable leadership experience is required to be a successful applicant
- excellent communication and stakeholder management skills to cover any challenges and ensure opportunities are effectively communicated.",0,0,0
967,2892,"the benefits

competitive salary
biannual equity bonuses
all the latest tech you need
skip the commute and work from home once a week
roll with a free revolut metal subscription
pension plan
private health insurance
start the day properly with fresh fruit and cereals
stay refreshed: get juice, tea, coffee and soft drinks on tap
rest up with 29 days’ holiday per yearwe are looking for a highly skilled lead data scientist to join a growing ai consultancy based in either london or ipswich.",0,0,0
968,348,we aim for everyone to be involved in development activities including testing and operations.,0,0,0
969,713,"strong analytical capabilities, understand how the business processes should operate.",0,0,0
970,309,our main thing is building price comparison technology for the personal finance market.,0,0,0
971,1124,do you have an interest in personalisation and recommendation?,0,0,0
972,893,"they include hsbc, lloyds banking group, sky, department for work and pensions, british airways, costa coffee, aviva and many more.",0,0,0
973,1440,"if you feel your application has not been treated in accordance with these principles and you wish to make a complaint, you should in the first instance contact dit by email: digitaltalent@trade.gov.uk

if you are not satisfied with the response you receive, you can contact the civil service commission, which regulates all civil service recruitment.",0,0,0
974,2818,they are rapidly expanding their data teams across all areas due to their huge growth.,0,0,0
975,575,we are committed to building a diverse culture and are eager to receive applications from all backgrounds.,0,0,0
976,14,·identify novel techniques for business process improvement and automation.,0,0,0
977,2548,"our culture is unique - we have the entrepreneurial spirit and quirkiness of a small boutique, but we also have the resources, scale and diversity of a large global agency.",0,0,0
978,2526,your current skillset will be utilised to the fullest however they are all about growth so you will be encouraged to add many new strings to your bow including learning new technologies and approaches that will make you the best data scientist you can be.,0,0,0
979,2979,we are committed to empowering diversity within the fashion community.,0,0,0
980,1182,experience of graph database/network analysis an advantage (e.g.,0,0,0
981,1240,"whether it is your own idea you are proposing or a project related to our warehouses from a planning perspective, you are helping, you will be involved in different projects across the department.",0,0,1
982,2337,someone who doesn’t just dream it but gets it done.,0,0,0
983,775,"synthetic thinking skills with the ability to connect the dots between data sets and business relevant insights
ability to unlock complex issues
ability to influence up using insights from data analytics
strong communication skills both written and verbal
 
required qualifications for scientist ii only:
minimum 3 years’ experience in the analytics industry
required qualifications for senior scientist only:
minimum 6 years’ experience in the analytics industry

as an equal opportunities employer, mccormick is committed to a diverse workforcewe are looking to hire a data engineer for one of our clients who are in ai driven start-up where they create immersive vr experiences on a truly innovative platform.",0,0,0
984,511,"requirements
at least 2 years' experience in a data science role
top 10 university degree in statistics/ physics/ comp sci, computer learning, machine learning, mathematics etc.",0,0,0
985,1620,"for example, fmea
develop a policy for application of such tools
coordinate training, implementation and then monitor the use of tools identified and their adherence to the policy reporting on non-conformances
work with the planning department to enhance the communication of data within schedules according to business objectives supporting spc and gap analysis
assist the planning department with developing numerically detailed planning scenarios and what if analysis to optimise production flow using statistical modelling techniques for prediction of key output variables and value discovery
work with project managers to develop project documentation in line with ipm principles and process/cost improvements
monitor project progress ensuring projects are maintained and kept up to date with appropriate qualitative and quantitative data
assist with exploratory gap analysis to identify value opportunities in various business processes
company wide 
to support, apply and utilise process/cost improvement to implement projects

qualifications of the data analyst / scientist
essential to the role
degree in statistics or econometrics or consideration will be given to candidates with strong industry experience attained within a similar manufacturing, production or engineering environment
high degree of numeracy with the ability to understand and interrogate data
ability to write sql queries and manipulate the data in excel
desirable 
project experience - familiarity with spss and other statistical packages would prove highly beneficial
iso auditor trained, especially iso 9001:2015
familiarity with lean six sigma or equivalent
skills 
the ability to translate ideas into physical processes
the ability to analyse varied and disparate processes and develop a holistic and strategic overview
the ability to analyse and interrogate large data sets
qualities 
has a high level of interpersonal skills to communicate effectively with people at all levels within the business and externally

data analyst / scientist - package
36.25 hours per week with flexitime – company rule specific
pension up to 7% contribution
4 x annual salary ‘death in service’
private health care package – can be increased to incorporate dependants
monthly and annual company performance bonus 
additional family friendly fun days out 

due to the nature of the business, the incumbent should be aware that under special circumstances (e.g., breakdowns, outage periods, etc.)",0,0,0
986,24,·proficiency creating process documentation.,0,0,0
987,182,"this successful data scientist will use compelling visualisations and storytelling to explain the complex mathematical predictive models that they have created enabling operational leaders to make decisions based on robust evidence bases, target inefficiencies in systems or processes across teams.",0,2,0
988,838,this role offers exceptional opportunities and the chance to really accelerate a succesful career within a respected organisation.,0,0,0
989,1418,"learning and development tailored to your role
an environment with flexible working options
a culture encouraging inclusion and diversity
a civil service pensionsuccessful candidates must pass a disclosure and barring security check.we are closely monitoring the situation regarding the coronavirus, and will be following central government advice as it is issued.",0,0,0
990,1099,"what we offer

core benefits:
annual performance related bonus
life cover
contributory pension
pmi cover
28 days holiday
various local & national discounts


axa is proud to support the needs of our employees and as such understands everyone has individual work and home life responsibilities.",0,0,0
991,2029,"we are looking for:

msc or phd in biomedical informatics, human genetics, or related stem fields.",0,0,0
992,2573,please note: this is a unique role in that part of our client’s portfolio is with government and defense agencies and as such there are certain restrictions in place regarding eligibility.,0,0,0
993,960,"whatever we do, wherever we are in the world, we lead the way, serve with integrity, take care of each other, foster inclusion, and collaborate for maximum impact.",0,0,0
994,1906,conduct analysis of spatial datasets using gis software.,0,0,0
995,1067,"who we are 

at axa ppp healthcare, we empower our customers to live better lives.",0,0,0
996,2657,"you will be responsible for using a variety of techniques for the analysis of data used by clients across numerous sectors - from looking into retail performance data, to analysing assets in domains such as finance and oil & gas.",0,0,0
997,2408,"location 

belfast

job description

research at allstate 

allstate is one of the largest car and home insurers in the us, serving more than 16 million households and earning over $35 billion in revenue annually.",0,0,0
998,2347,"your working dataset is one of the richest and most exciting in the uk with a unique blend of first party data from bt and ee, which will allow you to produce incredibly impactful data products.",0,0,0
999,1604,"this is an ideal role for someone who is embarking on a career in data, or in marketing analysis.",0,0,0
1000,1274,"- awesome referral bonus
eye tests - bossa will provide you with an eye test voucher and will also cover up to £40 towards a new pair of glasses.",0,0,0
1001,2519,where are you going to be doing this?,0,0,0
1002,1066,note: we will also consider this role to be based out of our bristol or bournemouth offices.,0,0,0
1003,468,you’ll be working closely with all aspects of the team to make data driven decisions based on measurements and metrics.,0,0,0
1004,1459,"data analysts are required to possess a range of finely-tuned data skills (data querying, data manipulation, data verification and visualisation), excellent attention to detail as well as strong written and verbal communication skills.",0,0,0
1005,2979,we are committed to empowering diversity within the fashion community.,0,0,0
1006,710,practice excellent interpersonal skills to liaise with business functions.,0,0,0
1007,1445,"we recruit by merit on the basis of fair and open competition, as outlined in the civil service commission's recruitment principles.the civil service embraces diversity and promotes equal opportunities.",0,0,0
1008,1244,"with our warehouse operation growing rapidly and with even bigger growth plans ahead, new challenges and insights for you to tackle.",0,0,1
1009,2142,"you will need strong strategic, collaboration and communication skills, as well as an entrepreneurial mindset, to transform the way we use data and analytics to develop and deliver medicines for our patients.",0,1,0
1010,1668,"this is an exceptional opportunity to secure commercial data analysis experience with the potential of a permanent role in the future.relocation opportunity to barcelona (remote start due to covid-19)
 
important: please note, this will be an onsite role in barcelona, and remote only is not an option.",0,0,0
1011,88,high quality data and the agility of the analysis are becoming the differentiator.,0,0,0
1012,2270,"writing python / r code to create, tune and validate models.",0,0,0
1013,1842,"the trust aims to engage and inspire people about woods and trees to help us meet our vision of creating, restoring and protecting woodland.",0,0,0
1014,688,"in order to succeed you will have a strong set of ""soft"" skills in addition to your technical expertise.",0,0,0
1015,2016,"you will join a talented team of data scientists, engineers and product designers to help build and optimize, through research and experimentation, our data-driven products.",0,1,0
1016,499,a commitment to moonshot cve’s mission and ethos.,0,0,0
1017,2752,it has become the industry standard in the financial sector and is increasingly being used in a wide range of industries.,0,0,0
1018,2666,"at celonis, you analyse real data from our customers to increase transparency in business processes of any kind.",0,1,0
1019,2416,"here are just a few examples:
kernel smoothing of spatial data for weather risk modelling
gradient boosted treesand logistic regression for predicting probability of customer defection
supervised and unsupervised graph mining for fraud detection
iot: unlocking the value in data generated from connected vehicles
modelling business objectives as high dimension constrained numerical optimization problems
deep neural networks for classification of photographic claim evidence
natural language processing for customer sentiment analysis
high performance distributed data pipelines with apache spark
generalized linear models for predicting claim frequency and severity
bayesian methods for credibility and change point detection 
the environment 

we are a research group: we work on long-term projects; we read scientific papers and textbooks; we talk about ideas; we explore new programming languages; we huddle around whiteboards; we try out the latest machine learning algorithms; we think about what the company should look like next year and in five years.",0,0,2
1020,529,"if you’re ready to work with a creative, high-performing group of people at our king’s cross hq - we want to hear from you.",0,0,0
1021,2605,"demonstrable interest in data science, big data, machine learning andpredictive analytics
tech stack
analytics: python (pandas, scikit-learn, pymc3, statsmodels, bokeh, mpl), sql, jupyternotebooks
big data: aws redshift, apache spark, s3
etl: python, sql,spark, scala, mongodb
data viz: d3.js, re:dash, tableau, bokeh
please apply below or contact demetrious vassiliou at click apply or call click apply for a confidential chat.",0,0,0
1022,425,"you’ll carry out data analysis, which will include:

- data cleaning
- data integration
- exploratory and standard analysis
- interpret results from exploratory and standard analyses
- assess the limitations of the data 
- protect data subjects’ privacy, including acting in accordance with gdpr

you will also be responsible for reporting findings:

- choose dissemination methods that are appropriate for users’ technical capacity
- ensure results and conclusions are communicated clearly and can be understood by a non-technical audience
- clearly communicate any limitations of the data
- take into account ethical issues around how data will be used
- disseminate work via presentations, workshops and conferences

experienced candidates will have the chance to lead small projects or act as project director for certain initiatives.",0,0,1
1023,230,"r, an advantage
 
closing date: monday 25th may 2020
 
we love different perspectives and celebrate individuality.",0,0,0
1024,700,data visualization experience would also be useful for this role.,0,0,0
1025,1494,"however, due to the high number of applications we receive, we regret this is not always possible.",0,0,0
1026,2739,"bonus skills
hands-on experience with cloud platform solutions like google cloud platform (compute engine, bigquery, cloud storage), or aws (ec2, redshift, athena, s3);
git for version control;
linux/unix experience and use of command line tools;
exposure to data science techniques (supervised and unsupervised machine learning algorithms, time series analysis, outlier detection), ideally in a production environment;
an interest in data engineering and in working with unstructured data;
passionate about learning new, cutting-edge technologies and finding applicable business cases as needed;
b.sc .",0,0,0
1027,895,"•   you will have a bachelor’s degree with honours (minimum 2:2) all degree subjects are welcome
•   you are passionate about information technology and are data driven 
•   you have excellent communication skills and a collaborative nature
•   you are analytical and a natural problem solver
•   you are a multitasker and able to work under pressure to a consistently high standard
•   you are geographically flexible to work throughout the uk 

we look forward to hearing from you!data analyst

are you a business or data analyst who likes to be hands on?",0,0,0
1028,642,significant java/scala or python programming experience.,0,0,0
1029,566,"have great knowledge of what makes a good process and being able to apply frameworks and methodologies for the right problem
1-2 years experience, especially coaching team members or interfacing with product managers/stakeholders
not essential but nice to haves
entrepreneurial
understands business value and what moves the needle
ambition to work on product or build a startup
business savvy
📈 benefits

this is your rare chance to contribute across the full business spectrum to become a founder in the future 

we provide all the excitement and freedom of an early stage startup but with the stability and resources of a large organisation.",0,0,0
1030,482,parkside recruitment is an equal opportunities employer.birmingham city centre negotoable salary - competetive as a senior data scientist you will be an expert in machine learning and the operation of machine learning models at scale you will contribute to an active data science team helping people find a job theyll love.,0,1,0
1031,1003,this is especially suitable for someone who has a strong interest in business consultancy and technology.,0,0,0
1032,2714,all through a variety of different programming languages.,0,0,0
1033,269,you will need to stay up to date with the latest analytics and data tools and techniques and identify how they can be utilised throughout the company as well as championing the effective and appropriate use of all of our it business tools and where necessary liaising with our third-party it helpdesk to resolve issues across the company.,0,0,0
1034,2859,"about you
you will have proven experience with a common data science language (ideally python) and a query language
you will have experience manipulating large and deep data sets (from 100s mb to 100s tb)
you will have experience with feature extraction and feature selection
experience in presenting data driven decisions to non-technical people
experience in extracting data from multiple sources such as s3, hive, athena, hdfs
you will have experience with time series modelling
you will have strong understanding of how to use statistics to evaluate models
you will have proven experience using both labelled and unlabelled data to build models
experience with digital signal processing would be a huge bonus i.e.",0,0,2
1035,778,"the client tech stack is java, python, aws, mongodb, sql, nosql

you will be working to build data pipelines to improve the query time for research where you get an opportunity to leverage cutting-edge advances using machine learning/ ai for 3d datasets and you can make your mark on a remarkable new product which will potentially be used by thousands of researchers in a variety of fields, ranging from medicine and psychology to ux design and human-computer-interaction.we have created a new post in our business area and are looking for somebody to join our management information team where you will have the opportunity to really understand and help our teams to deliver for our customers and provide critical business information which help the senior leadership team to run the business.",0,2,0
1036,710,practice excellent interpersonal skills to liaise with business functions.,0,0,0
1037,2840,experience with open-source machine learning tools and frameworks (e.g.,0,0,0
1038,1324,"the role 

to empower effective data-driven decision-making through surfacing the most relevant insights from data; through reporting, analysis, and optimisation with a focus on establishing best-practice processes and partnering with teams to understand their needs and challenges.",0,1,0
1039,791,"the ideal candidate will be at forefront of creating innovative machine learning, data modelling and analytic solutions - ultimately a fast growing challenge within the business.",0,0,0
1040,2334,build great customer relationships by listening and empathizing with our customers to provide them with the solutions they really need.,0,0,0
1041,593,"be a key advisor to the business, pragmatically prioritising analytics pipeline.",0,0,0
1042,2226,"your statistical expertise and proficiency in mathematical analysis especially in the area of adapting causal discovery and inference methods will help unlock further insights from real world medical data, and enable the team to deliver on our promise of discovering robust clinical insight that will ultimately make a difference to the lives of patients across a range of therapeutic areas.",0,1,1
1043,300,"if you’re interested in finding out more and becoming a changemaker (a full job description will be provided), we look forward to hearing from you.during the current climate all interview processes will be online, with subsequent induction and start being based fully from home.successful candidates must have and be able to evidence their right to work in the uk.no speculative agency cvs please.senior data scientist
 
saas technology provider
 
london
 
competitive
 
a fantastic opportunity has arisen to join as a senior data scientist within an exciting and ambitious scale-up who have grown to nearly 250 employees operating in excess of 200 territories providing sales management to a host global brands aiding the marketing of those brands to propel them to levels they could never have envisaged.",0,0,0
1044,27,"you’ll help us to further understand, model, predict, segment and retain our players and be part of a community of 100+ business intelligence & analytics experts.",0,1,0
1045,1962,"dedicated learning time every month, with budgets for resources, books and conferences.",0,0,0
1046,165,and we want another expert to join us.,0,0,0
1047,673,"through innovation and organic growth, admiral has evolved from a tiny startup into a multinational with a diverse product portfolio and a presence in eight countries.",0,0,0
1048,1593,"both runescape and old school runescape, on pc and mobile, offer ever-evolving, highly-active worlds and our community-focussed development ethos empowers players to have a real say in how each game is shaped.",0,0,0
1049,75,understanding of both classical and deep machine learning approaches.,0,0,0
1050,589,"you'll inform crucial business decisions by being the key interface between the business and data, ensuring democratised access to meaningful data sets, you'll love all things pricing as you will be accessing data from our digital platform to inform crucial business decisions.",0,2,0
1051,2981,"we thrive on supporting innovation by shaping an environment where creators, makers or hustlers can thrive.",0,0,0
1052,2795,"you have strong organisational skills and are happy leading projects from end-to-end, starting right from the addition of new tracking through to the presentation of findings, recommendations and predictions.",0,0,0
1053,1643,"you'll love this role if
you have a passion for data and are interested in using it to drive business decisions.",0,1,0
1054,580,they have an exciting position for an experienced and dynamic data scientist.,0,0,0
1055,1523,in many cases the data sizes will necessitate implementation on distributed computing platforms.,0,0,0
1056,1943,what will you be doing at beamery?,0,0,0
1057,691,"this company is highly profitable already and set to grow substantially based on revenue, not funding.",0,0,0
1058,2435,"our vision is to be able to predict not just our user needs, but also the likelihood of a successful job completed for both the worker and the employer.",0,0,0
1059,2331,"actively seek opportunities for you and your team to collaborate with and learn from our technical people across our organization through internal networks, events and communities of practice.",0,0,0
1060,2559,"you will use your data science skills and experience to develop and lead data-centric projects, helping to further the reputation of img and the amrc.",0,0,1
1061,667,this role will focus on both modelling and internal collaboration.,0,0,0
1062,1003,this is especially suitable for someone who has a strong interest in business consultancy and technology.,0,0,0
1063,1120,"working to monthly deadlines, collate regular data quality reports, as agreed with the head of department.",0,0,0
1064,502,candidates will be expected to undertake and pass any relevant security clearance procedures per the needs of clients.,0,0,0
1065,1454,"working alongside our analytics, consulting and reporting specialists within the team, the data analyst plays a critical role in our evolving eco-system.",0,0,0
1066,2999,"equality and diversity monitoring

depop is an equal opportunity employer.",0,0,0
1067,232,we're passionate about creating a diverse and creative team of people of all ethnicities and backgrounds.,0,0,0
1068,752,"to avoid missing out apply now online or send your up to date cv and availability to discuss the role to m.nathaniel@lawrenceharvey.com

lawrence harvey is acting as an employment agency in regards to this position.",0,0,0
1069,2451,"the r&d team works intimately with our production data scientists, so the role can involve assisting with particularly tricky client models and developing new strategies to address complicated metrics or routing structures.",1,0,0
1070,1892,"6-problem solving

3-understands problems by identifying multiple links (e.g.",0,0,0
1071,605,feel comfortable managing and prioritising across the whole business with senior leadership support.,0,0,0
1072,2329,lead and support team in implementing continuous improvement opportunities across all aspects of the team.,0,0,0
1073,1361,"this allows them to get msc and phd students to work on projects with them, allowing you to mentor and train up budding data scientists.",0,0,0
1074,507,efficiently explore new data sources and assess data gathering techniques.,0,0,0
1075,659,"experience or good understanding of software containerization technologies
experience in developing or deploying machine learning solutions.",0,0,0
1076,1944,"as a data scientist, we'd like you to be able to:
work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.",0,2,0
1077,225,to do this we have access to very large and varied data sets and we use various tools and techniques.,0,0,0
1078,1797,"it promises a trusted, enduring partnership built on the confidence that lloyd's protects what matters most: helping people, businesses and communities to recover in times of need.",0,0,0
1079,119,"individuals who are passionate about problem solving, collaboration, communication and personal impact.",0,0,0
1080,1152,the role will suit an enthusiastic and self-motivated individual with proven data analytical skills.,0,0,0
1081,2681,we value getting our hands dirty and waste no time as we bid to change the used-car industry.,0,0,0
1082,342,"when you start your cgi story, not only will you be improving people’s lives, you can be sure we’ll do the same for you.",0,0,0
1083,933,"additional desirable experience and qualifications include
experience of modern agile software development methodologies and devops practices;
exposure to data visualisation tools (e.g.",0,0,0
1084,635,integrating with internal federated data systems components to build end-to-end diagnostics data analytic and informatic software solutions.,0,0,0
1085,1049,"if this sounds like you, we can't wait to meet you.",0,0,0
1086,2206,you will be able to apply oop design principles.,0,0,0
1087,540,"the successful candidate will be comfortable working within a multi-disciplinary team, collaborating with industry leading data scientists and financial experts, developing solutions that adapt to a rapidly changing data landscape.",0,0,0
1088,2521,what will you be paid?,0,0,0
1089,1343,"demonstrates proficiency in using r, python or other statistical programming packages
strong proficiency in predictive modelling —to include comprehension of quantitative genetics theory, modeling/identification strategies and limitations and pitfalls
experience in successful delivery of valuable analysis through application of domain knowledge; evidence of ability to strong business acumen
strong communication competencies to include presentations and delivery of complex quantitative analyses in a clear, concise and actionable manner to extended team and small groups of key stakeholders 

country: united kingdom
location: cambridge
reference code: 160582
functional area: biological r&dbiological r&dwhitehall resources are looking for a data scientist to join a global consultancy.",0,0,0
1090,1236,"your insight will have a direct impact on our operational efficiency, will enhance both customer and workforce experience, and contribute to ocado’s long term goal of changing the way the world shops.",0,0,0
1091,1645,you are excited by innovation and quick change.,0,0,0
1092,685,"if you have any queries about this position, please feel free to drop her an e-mail.",0,0,0
1093,535,"by using the latest scientific techniques, we produce world-beating predictive research and build advanced technology to analyse the world's data.",0,0,1
1094,172,the company is profitable and was founded in 2009 by former lastminute.com staff with a background in the holiday park sector.,0,0,0
1095,887,are you ready to join?,0,0,0
